,urn,title,authors,year
1059,URN:NBN:no-nb_digibok_2015070208209,"Soria Moria : Lærarrettleiing til Under sol og måne, lesebok 6A; Bakom neste blåne, lesebok 6B","Askeland , Håkon",1994
1055,URN:NBN:no-nb_digibok_2015041608069,"Nynorsk som sidemål : øvingshefte med løysingar, grammatikk- og rettskrivingsreglar","Hole , Nils Martin",1994
896,URN:NBN:no-nb_digibok_2013121006084,Skriveverk. 3B : Stavskrift,"Søvik , Nils",1994
192,URN:NBN:no-nb_digibok_2009052604033,Rettskrivingskurs,"Wåle , Elise M. / Aadnevik , Liv-Turid",1994
1030,URN:NBN:no-nb_digibok_2009100204016,Skriveverk. 4A : Løkkeskrift,"Søvik , Nils",1994
1609,URN:NBN:no-nb_digibok_2009100200022,Impuls 1 : Ressursbok,"Berge , Anne Lene",1994
1601,URN:NBN:no-nb_digibok_2008120104060,Den første skrive- og leseboka : Lærerveiledning,"Aamot , Sissel",1994
1494,URN:NBN:no-nb_digibok_2009082501068,God start : Bokstavboka,"Gjerdrum , Anne-Lise / Tøsse , Eva",1994
235,URN:NBN:no-nb_digibok_2009101600031,"Sesam, Sesam. 3 : Skriv","Elsness , Turid Fosby",1994
1544,URN:NBN:no-nb_digibok_2009102000074,Skrift ABC. B : Sammenbinding Løkkeskrift,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1994
65,URN:NBN:no-nb_digibok_2009060500038,Norsk for yrkesfagene 1 : grunnkurs - modul 1,"Haraldsen , Mette",1994
479,URN:NBN:no-nb_digibok_2009091804030,Soria Moria : Bakom neste blåne : lesebok 6B,"Askeland , Håkon",1994
1004,URN:NBN:no-nb_digibok_2009082501138,På eventyr : Arbeidshefte til På Eventyr,"Hauge , An-Magritt",1994
1530,URN:NBN:no-nb_digibok_2009100804076,Norsk for voksne : litteraturbok,"Skjønsberg , Harald",1994
1968,URN:NBN:no-nb_digibok_2009102704105,Les og spel : lesetrening med Sirius-bøker og mini-LØKO-spel : Raudt hefte,"Stensholdt , Anton B.",1994
4,URN:NBN:no-nb_digibok_2009091000014,Språket ditt. 3 : Alle gode ting er tre Lærerens bok,"Bech , Kari / Heggem , Tor Gunnar / Kverndokken , Kåre / Brennodden , Gerd Haldis",1994
323,URN:NBN:no-nb_digibok_2016110348005,Samfunnsøkonomi på tysk,"Frønsdal , Harald",1994
1359,URN:NBN:no-nb_digibok_2009102600094,Alfa : Lese- og skrivehefte : B : store bokstaver,"Gjerdrum , Anne-Lise / Dahl , Hans Normann",1994
1766,URN:NBN:no-nb_digibok_2009102700100,"Finn et ord - og bruk det nå : Hjemmet, butikken","Jounge-Sturesson , Christina de",1994
2,URN:NBN:no-nb_digibok_2009100804049,Norsk i tredje. B,"Hofmo , Torill / Høvik , Grethe",1994
668,URN:NBN:no-nb_digibok_2009092304025,Norsk for livet : Arbeidsnøkkelen,"Hardersen , Harald",1994
1832,URN:NBN:no-nb_digibok_2016112948576,Norsk for yrkesfaga 1 : grunnkurs - modul 1,"Haraldsen , Mette",1994
364,URN:NBN:no-nb_digibok_2009081201006,Leseboka,"Tveterås , Alf / Nøklestad , Hans Olav",1994
1266,URN:NBN:no-nb_digibok_2009102000063,Soria Moria : Bakom neste blåne : lesebok 6B,"Askeland , Håkon",1994
1898,URN:NBN:no-nb_digibok_2009083101027,"4, 5, 6 heks","Meyer , Gunn Marit / Prøysen , Alf / Prøysen , Alf / Skeie , Eyvind / Skeie , Eyvind / Mogensen , Jan / Egner , Thorbjørn / Nyquist , Arild / Nyquist , Arild / Takvam , Marie / Vesaas , Halldis Moren / Kielland , Gustava / Andersgaard , Sonni Holtedahl / Bjørnson , Bjørnstjerne / Grieg , Nordahl / Tura , Cosimo / Skeie , Eyvind / Etten , Ingunn van / Hansen , Thore / Meyer , Gunn Marit Sæbø / Tenfjord , Jo",1994
1901,URN:NBN:no-nb_digibok_2009101404022,Finn et ord - og bruk det nå : Her er jeg : lærerveiledning 1,"Engel , Merete",1994
1214,URN:NBN:no-nb_digibok_2017030348113,Norsk i tredje : Lærarrettleiing,"Hofmo , Torill / Høvik , Grethe",1994
1208,URN:NBN:no-nb_digibok_2009100804032,Kolon : grunnbok i norsk språk og litteratur for den vidaregåande skolen,"Folkedal , Kåre",1994
625,URN:NBN:no-nb_digibok_2009082501164,Finn et ord - og bruk det nå : Lærerveiledning 2,"Jounge-Sturesson , Christina de",1994
373,URN:NBN:no-nb_digibok_2009102800020,Skrift ABC. C : Skriftpleie Løkkeskrift,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1994
1202,URN:NBN:no-nb_digibok_2015111908207,Skriveverk. 4B : Stavskrift,"Søvik , Nils",1994
730,URN:NBN:no-nb_digibok_2009091804004,Kom skal vi lese. 4A,"Lundstøl , Ottar",1994
1187,URN:NBN:no-nb_digibok_2009082500015,Dørene åpnes : Aktivitetsbok 1a Utskrift av edb-øvinger til Aktivitetsbok 1a,,1994
1205,URN:NBN:no-nb_digibok_2009091604002,Les og spill : lesetrening med Sirius-bøker og mini-LØKO-spill : Rødt hefte,"Stensholdt , Anton B.",1994
772,URN:NBN:no-nb_digibok_2009081301176,Dørene åpnes : Antologi 1,,1994
758,URN:NBN:no-nb_digibok_2009102604018,Les og spel : lesetrening med Sirius-bøker og mini-LØKO-spel : Blått hefte,"Stensholdt , Anton B.",1994
776,URN:NBN:no-nb_digibok_2008120104059,Den første skrive- og leseboka,"Aamot , Sissel / Bogstrand , Gerd",1994
1316,URN:NBN:no-nb_digibok_2009092804005,Impuls : minigrammatikk,"Berge , Anne Lene",1994
1785,URN:NBN:no-nb_digibok_2009051104105,Leseboka for grunnskolen. b. 1,"Kverndokken , Kåre",1994
2055,URN:NBN:no-nb_digibok_2009092204029,"Nyttig norsk. 2 : Språk og litteratur for yrkesfag, VK 1","Høiås , Trond",1995
3148,URN:NBN:no-nb_digibok_2014042406068,Sesam sesam : Leseboka Lær å lesa,"Elsness , Turid Fosby",1995
465,URN:NBN:no-nb_digibok_2010102908055,Boka om Martin,"Gjerdrum , Anne-Lise / Heggdal , Ragnhild",1995
4379,URN:NBN:no-nb_digibok_2009092201001,Skriv rett 1 : øvingshefte i norsk rettskriving for mellomtrinnet : Fasit,"Båsland , Harald",1995
1969,URN:NBN:no-nb_digibok_2009100800045,Impuls 2 : Teoribok,"Berge , Anne Lene",1995
2971,URN:NBN:no-nb_digibok_2009060500025,Norsk for yrkesfagene 2 : VK 1 - modul 2,"Haraldsen , Mette",1995
3342,URN:NBN:no-nb_digibok_2008022804025,Fremtidens lesebok : arven fra Nordahl Rolfsen,"Flatmoen , Arne",1995
2323,URN:NBN:no-nb_digibok_2008022000008,Første ord på norsk. A : Bilder og lyd,"Engh , Lisen",1995
3335,URN:NBN:no-nb_digibok_2009101300004,Her på berget : samfunnsfag og norsk for fremmedspråklige elever : Arbeidsbok Fasit til Her på berget : arbeidsbok,"Ellingsen , Elisabeth",1995
492,URN:NBN:no-nb_digibok_2009060404062,Norsk for yrkesfaga 2 : VK 1 - modul 2,"Haraldsen , Mette",1995
2967,URN:NBN:no-nb_digibok_2008031200056,Her på berget : samfunnsfag og norsk for fremmedspråklige elever,"Ellingsen , Elisabeth / Mac Donald , Kirsti / Laake , Kjersti / Krokfjord , Terje Bryne",1995
1879,URN:NBN:no-nb_digibok_2009060400078,Tekst og tanke : Lærerens ressursbok for VKI og VKII,"Hellne-Halvorsen , Ellen Beate",1995
3004,URN:NBN:no-nb_digibok_2015090808007,Norsk på grunnlag av samisk,"Leirvaag , Ole Gunnar",1995
4315,URN:NBN:no-nb_digibok_2009101200042,Ord i arbeid : norsk språk og litteratur : VK1 - yrkesfaglige studieretninger,"Aas , Eyvind",1995
1032,URN:NBN:no-nb_digibok_2010051202011,Jeg leser og skriver : Løkkeskrift,"Gulbrandsen , Jorun / Letting , Grete / Tømte , Inger Thorstensen",1995
3109,URN:NBN:no-nb_digibok_2010080208085,"Oversettelsesoppgaver norsk-fransk : tekst, nøkkel, kommentar","Klepsland , Renée / Lingjærde , Christine",1995
3490,URN:NBN:no-nb_digibok_2009101204058,Kolon : grunnbok i norsk språk og litteratur for den vidaregåande skolen : Studiebok for VK 1 og VK 2,,1995
1293,URN:NBN:no-nb_digibok_2009100704009,Norsk for livet. 2,"Hardersen , Harald / Sanne , Elisabeth",1995
351,URN:NBN:no-nb_digibok_2019121948033,Kontur : norsk språk og litteratur for VK 1 : studieretning for helse- og sosialfag. 2,"Fossen , Wenche",1995
3089,URN:NBN:no-nb_digibok_2009091104015,Snipp : øvinger i leseforståelse,"Jakobson , Lilly / Lenkert , Ingela / Haave , Trine-Lise",1995
277,URN:NBN:no-nb_digibok_2009101200027,Dørene åpnes : Aktivitetsbok 2a,"Borgen , Elisabeth",1995
400,URN:NBN:no-nb_digibok_2009101900073,Norsk 7 - 9 : Litteraturhistorie for ungdomsskolen Arbeidshefte,"Hildrum , Jon",1995
1275,URN:NBN:no-nb_digibok_2010121708046,Første ord på norsk. B : Bilder og tekst,"Engh , Lisen",1995
1146,URN:NBN:no-nb_digibok_2009031604032,Skriv rett 1 : øvingshefte i norsk rettskriving for mellomsteget,"Båsland , Harald / Hovland , Bjarne",1995
371,URN:NBN:no-nb_digibok_2009060400056,"Lærerens ressursbok til Jenny og Vebjørn Skjelfjords Min ABC, og ABC-boka mi","Skjelfjord , Jenny / Skjelfjord , Jenny / Gulbrandsen , Jorun",1995
3550,URN:NBN:no-nb_digibok_2014072108061,Les med meg,"Elsness , Turid Fosby / Nygren , Tord",1995
1363,URN:NBN:no-nb_digibok_2021092009512,Dørene åpnes : Aktivitetsbok 1b Utskrift av edb-øvinger til Aktivitetsbok 1b,,1995
2325,URN:NBN:no-nb_digibok_2010061008011,Impuls 2 : Ressursbok,"Berge , Anne Lene / Næss , Eli Lindtner / Stein , Inger Marie",1995
1267,URN:NBN:no-nb_digibok_2010050603036,Eg les og skriv lykkjeskrift,"Gulbrandsen , Jorun / Letting , Grete / Tømte , Inger Thorstensen",1995
2416,URN:NBN:no-nb_digibok_2009090301001,Dørene åpnes : Aktivitetsbok 1b,,1995
287,URN:NBN:no-nb_digibok_2014100338027,Mini-Løko : oppgaver til Leselyst-bøkene,"Gjerdrum , Mona",1995
1507,URN:NBN:no-nb_digibok_2010051808018,Skriv rett 1 : øvingshefte i norsk rettskriving for mellomsteget : Fasit,"Båsland , Harald",1995
654,URN:NBN:no-nb_digibok_2013092308075,"4, 5, 6 heks : Lærerveiledning","Meyer , Gunn Marit",1995
1256,URN:NBN:no-nb_digibok_2010042808026,Norsk 7 - 9 : Litteraturhistorie for ungdomsskolen Arbeidshefte til Litteraturhistorie,"Steinfeld , Torill / Solheim , Bjørn Elling",1995
1680,URN:NBN:no-nb_digibok_2009101204024,Skoleordliste : for den videregående skolen,"Gundersen , Dag",1995
2734,URN:NBN:no-nb_digibok_2010071508170,Les og spel : lærarrettleiing til blått og raudt hefte,"Stensholdt , Anton B.",1995
834,URN:NBN:no-nb_digibok_2011022803024,Eg les og skriv stavskrift,"Gulbrandsen , Jorun / Tømte , Inger Thorstensen / Letting , Grete",1995
1517,URN:NBN:no-nb_digibok_2010032307004,Kolon : tekstsamling for VK 1 og VK 2,"Folkedal , Kåre",1995
1719,URN:NBN:no-nb_digibok_2014071106028,Metodisk rettleiing : etikk,,1995
165,URN:NBN:no-nb_digibok_2010101803083,Boka om Anna,"Gjerdrum , Anne-Lise / Heggdal , Ragnhild",1995
2144,URN:NBN:no-nb_digibok_2008112700033,"Sesam, Sesam : Lær å lese","Elsness , Turid Fosby",1995
574,URN:NBN:no-nb_digibok_2009102604080,Språket ditt. 6 : Sei det som det er,"Bech , Kari",1995
2697,URN:NBN:no-nb_digibok_2008022900034,Virkelighetens forvaltere,"Henriksen , Turid / Solberg , Per / Lie , Sissel / Hertzberg , Frøydis / Båtnes , Per Inge / Grepstad , Ottar / Eriksen , Trond Berg / Egeland , Marianne / Askeland , Norunn / Johnsen , Egil Børre",1995
2692,URN:NBN:no-nb_digibok_2009100904074,Dørene åpnes : Antologi 2,,1995
1758,URN:NBN:no-nb_digibok_2009100100077,"Nyttig norsk. 2 : Språk og litteratur for yrkesfag, VK 1",,1995
1912,URN:NBN:no-nb_digibok_2009091101019,Norsk for livet. 2,"Hardersen , Harald / Sanne , Elisabeth",1995
4125,URN:NBN:no-nb_digibok_2008031004034,Den andre litteraturen : hva sakprosa er,"Johnsen , Egil Børre",1995
1794,URN:NBN:no-nb_digibok_2018022807059,Les med meg,"Elsness , Turid Fosby / Elsness , Turid Fosby / Brenden , Laila / Nygren , Tord / Nelvik , Nikolai",1995
3958,URN:NBN:no-nb_digibok_2009102104005,Ord i arbeid : norsk språk og litteratur : VK1 - yrkesfaglege studieretningar,"Aas , Eyvind",1995
2623,URN:NBN:no-nb_digibok_2010090703007,Tekst og tanke : norsk for VKI og VKII : lærebok,"Hellne-Halvorsen , Ellen Beate / Jemterud , Ivar / Semmen , Inger Marie",1995
3973,URN:NBN:no-nb_digibok_2010081903005,Jeg leser og skriver : Stavskrift,"Gulbrandsen , Jorun / Letting , Grete / Tømte , Inger Thorstensen",1995
3976,URN:NBN:no-nb_digibok_2009101600028,Språket ditt. 6 : Si det som det er Lærerens bok,"Bech , Kari / Heggem , Tor Gunnar / Kverndokken , Kåre / Brennodden , Gerd Haldis",1995
1902,URN:NBN:no-nb_digibok_2009102704073,Kontur : norsk språk og litteratur for grunnkurs helse- og sosialfag. 2,"Fossen , Wenche",1995
703,URN:NBN:no-nb_digibok_2008020804016,Talens bruk : norsk muntlig i lærerutdanninga,"Ytreberg , Stein",1995
4010,URN:NBN:no-nb_digibok_2008030504020,Første øvings-bok på norsk,"Engh , Lisen",1995
2604,URN:NBN:no-nb_digibok_2009102700032,Skriv rett 1 : øvingshefte i norsk rettskriving for mellomtrinnet,"Båsland , Harald / Hovland , Bjarne / Dahl , Hanne",1995
4067,URN:NBN:no-nb_digibok_2009102200008,Leseboka for grunnskolen : Lesehefte til Leseboka for grunnskolen bind 3 og 4,"Kverndokken , Kåre",1995
2551,URN:NBN:no-nb_digibok_2009101600065,Tekstlinjer : tekstsamling for VK1 og VK2,"Christophersen , Tom",1995
118,URN:NBN:no-nb_digibok_2009060400098,ABC-boka mi,"Skjelfjord , Jenny / Skjelfjord , Vebjørn Jentoft / Kierulf , Anne / Gulbrandsen , Jorun",1995
2761,URN:NBN:no-nb_digibok_2010060102027,Tekst og tanke : norsk for VKI og VKII : lærebok,"Hellne-Halvorsen , Ellen Beate / Jemterud , Ivar / Semmen , Inger Marie",1995
854,URN:NBN:no-nb_digibok_2010051008029,Boka om Martin,"Gjerdrum , Anne-Lise / Heggdal , Ragnhild",1995
167,URN:NBN:no-nb_digibok_2014021008191,Språket ditt. 6 : Sei det som det er Øveboka i rettskriving og grammatikk,"Bech , Kari",1995
4533,URN:NBN:no-nb_digibok_2010080508061,Norsk i tredje : Lærarrettleiing,"Hofmo , Torill / Høvik , Grethe",1995
1662,URN:NBN:no-nb_digibok_2009100800060,Kolon : grunnbok i norsk språk og litteratur for den videregående skolen : Studiebok for VK1 og VK2,,1995
3773,URN:NBN:no-nb_digibok_2009102004105,Impuls 2 : Teoribok,"Berge , Anne Lene",1995
4191,URN:NBN:no-nb_digibok_2014071508053,Spill og arbeidsark for videre utvikling av lese- og skriveferdighet : kopieringsoriginaler,"Dvergsdal , Kirsten",1995
4794,URN:NBN:no-nb_digibok_2009060400081,Nynorsk som sidemål,"Karlsen , Bjørn / Røstad , Pål Olav",1995
2801,URN:NBN:no-nb_digibok_2009102600134,Impuls 2 : Tekstsamling,"Næss , Eli Lindtner / Stein , Inger Marie",1995
2444,URN:NBN:no-nb_digibok_2010061108084,Impuls : minigrammatikk,"Berge , Anne Lene",1995
3787,URN:NBN:no-nb_digibok_2010071608029,Nyttig norsk 1 og 2 : ressursbok for læraren,"Høiås , Trond",1995
897,URN:NBN:no-nb_digibok_2009101904002,Lærerens bok : metode og elevoppgaver,"Maagerø , Eva / Selj , Elisabeth",1995
246,URN:NBN:no-nb_digibok_2019072307233,Språket ditt. 6 : Si det som det er,"Bech , Kari / Heggem , Tor Gunnar / Kverndokken , Kåre / Brennodden , Gerd Haldis",1995
3688,URN:NBN:no-nb_digibok_2009110300006,Språket ditt. 6 : Sei det som det er Lærarrettleiing,"Bech , Kari",1995
3776,URN:NBN:no-nb_digibok_2009102604065,Bruer : norsk språk og litteratur,"Engelstad , Arne / Engelstad , Ingelin / Veka , Olav",1995
4182,URN:NBN:no-nb_digibok_2009060300057,Tekst og tanke : norsk for VKI og VKII : Litteraturbok,"Hellne-Halvorsen , Ellen Beate / Jemterud , Ivar / Semmen , Inger Marie",1995
2979,URN:NBN:no-nb_digibok_2010100603002,Amalie Skram for skoleungdom,"Skram , Amalie / Krokeide , Bente",1996
4484,URN:NBN:no-nb_digibok_2009110404043,Hovedlinjer : litteratur- og mediehistorie for den videregående skolen,"Christophersen , Tom / Hageberg , Otto",1996
1904,URN:NBN:no-nb_digibok_2009111804072,Andreklasseboka : Bokstavboka Trykkskrift,"Bech , Kari / Nilsen , Johnny / Skorge , Turid",1996
1792,URN:NBN:no-nb_digibok_2009102704032,Elev- og lærerundersøkelsen,"Skog , Berit / Jørgenvåg , Ronny / Haukenes , Anne",1996
2900,URN:NBN:no-nb_digibok_2009031804077,Les og løs : stillelesningshefte med arbeidsoppgaver. D,"Skorge , Turid / Malmquist , Eve",1996
1555,URN:NBN:no-nb_digibok_2010121706076,Kvint og kvart : folkemusikk frå Buskerud : Elevhefte,"Haugan , Anne Svånaug",1996
1799,URN:NBN:no-nb_digibok_2014120208151,Sagaen om Ramnkjell Frøysgode,"Karlsen , Øyvind Bremer",1996
1908,URN:NBN:no-nb_digibok_2009111804052,Snute : øvinger i leseforståelse,"Jakobson , Lilly / Lenkert , Ingela",1996
1824,URN:NBN:no-nb_digibok_2012062708229,Rettskrivingskurs,"Wåle , Elise M. / Aadnevik , Liv-Turid / Vigestad , Kåre",1996
1261,URN:NBN:no-nb_digibok_2009111901002,Skriv rett 3 : øvingshefte i norsk rettskriving for mellomtrinnet,"Båsland , Harald / Hovland , Bjarne",1996
1529,URN:NBN:no-nb_digibok_2010100803061,Første grammatikk på norsk. 1,"Engh , Lisen",1996
2969,URN:NBN:no-nb_digibok_2009110304082,Sesam sesam - På sporet : Norsk 2 ABC dikterboka med løkkeskrift,"Elsness , Turid Fosby",1996
3296,URN:NBN:no-nb_digibok_2009110304164,Studiebok til Norsk i yrkesfag,"Berg , Tove / Vollan , Magnhild / Skaathun , Astrid",1996
3297,URN:NBN:no-nb_digibok_2009031804109,Frå A til Å : lykkjeskriving. 2,"Kristensen , Anne-Lise",1996
1963,URN:NBN:no-nb_digibok_2012090708003,Min ABC : nr 2 : med små trykkbokstaver,"Danielsen , Torbjørn",1996
1473,URN:NBN:no-nb_digibok_2009102604073,Frå A til Å : lykkjeskriving. 1,"Kristensen , Anne-Lise",1996
2845,URN:NBN:no-nb_digibok_2015032508205,Norsk for yrkesfagene : arbeidsbok-grunnkurs,"Haraldsen , Mette",1996
335,URN:NBN:no-nb_digibok_2009110304181,Leseboka for grunnskulen : Lesehefte til Leseboka for grunnskulen bind 1 og 2,"Kverndokken , Kåre / Rosse , Øystein",1996
2766,URN:NBN:no-nb_digibok_2009110300075,Arbeidsbok,"Kimestad , Åse Lill / Wergeland , Sigrun / Høiås , Trond",1996
4605,URN:NBN:no-nb_digibok_2009102204011,På godt nynorsk : nynorsk som sidemål for vidaregåande skole,"Jansson , Benthe Kolberg / Lockertsen , Roger",1996
3098,URN:NBN:no-nb_digibok_2010120908042,God start : Tallboka Ressursbok,"Gjerdrum , Anne-Lise / Tøsse , Eva",1996
2413,URN:NBN:no-nb_digibok_2016041148119,Fra A til Å : løkkeskriving : Ressursbok for læraren,"Kristensen , Anne-Lise",1996
3124,URN:NBN:no-nb_digibok_2017062307066,Skriv rett 2 : øvingshefte i norsk rettskriving for mellomtrinnet,"Båsland , Harald / Hovland , Bjarne",1996
1929,URN:NBN:no-nb_digibok_2009102704116,Skriv rett 3 : øvingshefte i norsk rettskriving for mellomtrinnet : Fasit,"Båsland , Harald",1996
4498,URN:NBN:no-nb_digibok_2009103000040,Felix Fabula skriv,"Gulbrandsen , Jorun / Haugsand , Rigmor / Letting , Grete",1996
4500,URN:NBN:no-nb_digibok_2009102704119,Skriv rett 2 : øvingshefte i norsk rettskriving for mellomtrinnet : Fasit,"Båsland , Harald",1996
3143,URN:NBN:no-nb_digibok_2009102700087,Det var en gang : Barnas bokdag 1995,"Bergström , Elisabeth",1996
294,URN:NBN:no-nb_digibok_2009102704121,Skriv rett 3 : øvingshefte i norsk rettskriving for mellomsteget : Fasit,"Båsland , Harald",1996
4620,URN:NBN:no-nb_digibok_2009110404061,"Tekstlinjer : tekstsamling, grunnkurs","Christophersen , Tom",1996
4502,URN:NBN:no-nb_digibok_2009110600008,Felix Fabula skriver,"Gulbrandsen , Jorun / Haugsand , Rigmor / Letting , Grete",1996
306,URN:NBN:no-nb_digibok_2009111800013,Sarepta : norsk for yrkesfaglige studieretninger : grunnkurs,"Penne , Sylvi / Rishøi , Kristian / Rognsaa , Aage",1996
312,URN:NBN:no-nb_digibok_2009111200029,Språkleker : praktisk del,"Frost , Jørgen / Lønnegaard , Annette",1996
4506,URN:NBN:no-nb_digibok_2009031804078,Leseboka for grunnskolen. b. 6,"Kverndokken , Kåre",1996
1326,URN:NBN:no-nb_digibok_2009111604172,"Nynorsk som sidemål : øvingshefte med løysingar, grammatikk- og rettskrivingsreglar","Hole , Nils Martin",1996
2831,URN:NBN:no-nb_digibok_2009110300091,Felix Fabula : boka om meg selv,"Gulbrandsen , Jorun / Haugsand , Rigmor / Letting , Grete",1996
2771,URN:NBN:no-nb_digibok_2010051008020,"Kulturbærende fortellinger, barn og skole","Danielsen , Ruth",1996
3204,URN:NBN:no-nb_digibok_2009111901003,Skriv rett 2 : øvingshefte i norsk rettskriving for mellomsteget,"Båsland , Harald / Hovland , Bjarne",1996
2640,URN:NBN:no-nb_digibok_2010071508151,Arbeidsbok,"Kimestad , Åse Lill / Wergeland , Sigrun",1996
1248,URN:NBN:no-nb_digibok_2010072803072,Mål for mål - ved hjelp av Norsk for yrkesfagene : en lærerveildening som viser hvordan Norsk for yrkesfagene kan brukes i tilpasset opplæring,"Haraldsen , Mette",1996
3285,URN:NBN:no-nb_digibok_2010051908018,Andreklasseboka : Bokstavboka Lykkjeskrift,"Bech , Kari / Nordli , Tom / Skorge , Turid",1996
116,URN:NBN:no-nb_digibok_2009111800012,Sarepta : norsk for yrkesfaglege studieretningar : grunnkurs,"Penne , Sylvi / Rishøi , Kristian / Rognsaa , Aage",1996
3383,URN:NBN:no-nb_digibok_2009031804125,Leseboka for grunnskolen. b. 5,"Kverndokken , Kåre",1996
547,URN:NBN:no-nb_digibok_2009111604171,"Bruer : VK1 og VK2 for studieretningene: allmenne, økonomiske og administrative fag, dans og drama og idrettsfag : Norsk språk og litteratur","Engelstad , Arne",1996
3505,URN:NBN:no-nb_digibok_2008061701038,Norsk i yrkesfag,"Berg , Tove",1996
1182,URN:NBN:no-nb_digibok_2009102704054,Les og løs : stillelesningshefte med arbeidsoppgaver. E,"Skorge , Turid / Malmquist , Eve",1996
473,URN:NBN:no-nb_digibok_2009102604076,Eksamenshefte i norsk : tilpasset Reform 94,"Tveita , Jan / Arnesen , Aksel Rolf",1996
788,URN:NBN:no-nb_digibok_2009102700110,[Elevboka],"Gulbrandsen , Jorun / Landsem , Inger / Letting , Grete / Gulbrandsen , Jorun",1996
